,0
0,"[[-79.8939997   -2.18780805]
 [-79.893592    -2.18793671]
 [-79.89396214  -2.18781877]
 [-79.89355981  -2.18795279]
 [-79.89391923  -2.1878295 ]
 [-79.89388704  -2.18784558]
 [-79.89384949  -2.18786166]
 [-79.89414454  -2.18776517]
 [-79.89379585  -2.18788846]
 [-79.89411235  -2.18777589]
 [-79.89372611  -2.18789382]
 [-79.89408016  -2.18778661]
 [-79.89370465  -2.18790454]
 [-79.8940748   -2.18779197]
 [-79.89365637  -2.18792062]
 [-79.89403725  -2.18779197]
 [-79.89363492  -2.18793135]
 [-79.89411771  -2.18774607]
 [-79.89412308  -2.18775679]
 [-79.89410967  -2.18776483]
 [-79.8940748   -2.18775411]
 [-79.89408553  -2.18777288]
 [-79.89406675  -2.18777288]
 [-79.89406675  -2.1877836 ]
 [-79.89403725  -2.18776751]
 [-79.89404529  -2.1877836 ]
 [-79.89402652  -2.18779164]
 [-79.8940292   -2.18780236]
 [-79.8939997   -2.187797  ]
 [-79.89398897  -2.18781308]
 [-79.89396214  -2.18781308]
 [-79.89396483  -2.1878238 ]
 [-79.893938    -2.18782112]
 [-79.893938    -2.18783184]
 [-79.89390314  -2.18782112]
 [-79.89387363  -2.18781576]
 [-79.89390582  -2.18782916]
 [-79.89388436  -2.1878372 ]
 [-79.89384949  -2.18783988]
 [-79.89384681  -2.18785328]
 [-79.89382267  -2.18784256]
 [-79.89380658  -2.187864  ]
 [-79.89379048  -2.18785596]
 [-79.89376903  -2.18785864]
 [-79.89376903  -2.18788277]
 [-79.89373952  -2.18788277]
 [-79.89372075  -2.18787472]
 [-79.89370733  -2.18787741]
 [-79.89371806  -2.18789081]
 [-79.89368588  -2.18788545]
 [-79.89368856  -2.18789617]
 [-79.89365906  -2.18789081]
 [-79.8936671   -2.18790153]
 [-79.89364028  -2.18789617]
 [-79.89365101  -2.18791225]
 [-79.8936215   -2.18790689]
 [-79.89362419  -2.18792029]
 [-79.89359736  -2.18791493]
 [-79.89360005  -2.18792565]
 [-79.89357591  -2.18792565]
 [-79.89357591  -2.18793905]
 [-79.89354908  -2.18793101]
 [-79.89354908  -2.18794173]]"
