,latitud,longitud
470,-2.1868428268354,-79.8946219682693
471,-2.1867758204445,-79.8948070406914
472,-2.18664448790965,-79.8972880840302
473,-2.18666592995694,-79.8972022533417
474,-2.18669273251562,-79.8971432447434
475,-2.18688303066851,-79.8945280909538
476,-2.18679994274556,-79.8947238922119
477,-2.18798461527637,-79.8947963118553
478,-2.18697951986356,-79.8962768912315
479,-2.18786668411614,-79.8947560787201
480,-2.18777287523207,-79.89472925663
481,-2.18766834532577,-79.8946943879128
482,-2.18756649566646,-79.8946595191956
483,-2.18748072752694,-79.8946326971054
484,-2.18709477083842,-79.895456135273
485,-2.18668469174807,-79.8950672149658
486,-2.18660696432616,-79.8953220248222
487,-2.18654799869304,-79.8954990506172
488,-2.18651047510713,-79.8956197500229
489,-2.18672489558541,-79.8949572443962
490,-2.18699828165077,-79.8954266309738
491,-2.18649472860206,-79.8980176448822
492,-2.18660729935815,-79.8977065086365
493,-2.18670914908258,-79.8973792791367
494,-2.18680027777752,-79.8971110582352
495,-2.18689676697789,-79.8967838287354
496,-2.18700933770384,-79.8964673280716
497,-2.18704686127726,-79.8964136838913
498,-2.18707366382915,-79.8962473869324
499,-2.18715943199194,-79.896005988121
500,-2.18725056065954,-79.8956733942032
501,-2.18734704983096,-79.8954105377197
502,-2.18747034154095,-79.8950135707855
503,-2.18756683069824,-79.8947936296463
504,-2.18766331984931,-79.8944610357285
505,-2.18776516950205,-79.8941445350647
506,-2.18788846117768,-79.8937958478928
507,-2.18800103182918,-79.8934310674668
508,-2.18809216044564,-79.8931413888931
509,-2.1881779285502,-79.8928731679916
510,-2.18827441766195,-79.8925405740738
511,-2.18836554626181,-79.8922562599182
512,-2.18846739586685,-79.8920094966888
513,-2.18853172192963,-79.8918324708939
514,-2.18861212950421,-79.8915320634842
515,-2.18869253707448,-79.8912906646729
516,-2.1887675841362,-79.8910063505173
517,-2.18886943371391,-79.8907327651978
518,-2.18896592278117,-79.8904591798782
519,-2.18904096982918,-79.890228509903
520,-2.18914281938833,-79.8899334669113
521,-2.18925538994566,-79.8895794153214
522,-2.18936796049453,-79.8892575502396
523,-2.18671953507382,-79.8949652910233
524,-2.18671685481803,-79.8972022533417
525,-2.18676509942167,-79.8970574140549
526,-2.18681334402377,-79.8969152569771
527,-2.18685622811323,-79.8967972397804
528,-2.18708404981787,-79.8961347341538
529,-2.187151056195,-79.8959523439407
530,-2.18719930078468,-79.895810186863
531,-2.18724218486311,-79.8956626653671
532,-2.18689911220144,-79.8966899514198
533,-2.18693127526681,-79.8965719342232
534,-2.1872850689403,-79.8955070972443
535,-2.18721538231425,-79.895450770855
536,-2.18676509942167,-79.8953354358673
537,-2.18673829686429,-79.8951289057732
538,-2.18683210581306,-79.8948472738266
539,-2.18690447271238,-79.8946300148964
540,-2.18703580522447,-79.8944905400276
541,-2.18799801654399,-79.8947989940643
542,-2.18679994274556,-79.894739985466
543,-2.18676509942167,-79.8948204517365
544,-2.18660428407015,-79.8953327536583
545,-2.18654263818084,-79.8955044150353
546,-2.18650511459479,-79.8959442973137
547,-2.18683210581306,-79.8960596323013
548,-2.1869098332233,-79.8960891366005
549,-2.18694735679924,-79.8963949084282
550,-2.18683478606865,-79.8967060446739
551,-2.18681334402377,-79.8967784643173
552,-2.18673293635275,-79.8952603340149
553,-2.1867731401888,-79.896899163723
554,-2.18678386121156,-79.8950001597405
555,-2.18687230964645,-79.894739985466
556,-2.18694467654383,-79.8944905400276
557,-2.18714033517486,-79.8945227265358
558,-2.18724486511797,-79.894557595253
559,-2.18644614895767,-79.8959228396416
560,-2.18681870453501,-79.8953649401665
561,-2.18736547658173,-79.8945951461792
562,-2.18656944074171,-79.8959684371948
563,-2.18665252867742,-79.895995259285
564,-2.18674633763155,-79.8960328102112
565,-2.18690715296785,-79.8964941501618
566,-2.18686694913539,-79.8966014385224
567,-2.18666592995694,-79.8972102999687
568,-2.18663644714184,-79.8973041772843
569,-2.18671149430642,-79.897078871727
570,-2.18650779485097,-79.895635843277
571,-2.18674633763155,-79.8948955535889
572,-2.18697951986356,-79.8962903022766
573,-2.18664448790965,-79.8951986432076
574,-2.18698220011889,-79.8961052298546
575,-2.18645686998278,-79.8957833647728
576,-2.18812130820049,-79.8948365449906
577,-2.18700900267193,-79.8961910605431
578,-2.18787472487736,-79.8947560787201
579,-2.18668201149221,-79.8950833082199
580,-2.18778359624769,-79.894731938839
581,-2.18768442685028,-79.8946943879128
582,-2.18749144854464,-79.8946380615235
583,-2.18757453642928,-79.8946595191956
584,-2.18687230964645,-79.8945361375809
585,-2.18683746632424,-79.8946326971054
586,-2.18710013134865,-79.895461499691
587,-2.18700900267193,-79.8954319953919
588,-2.1869098332233,-79.8954024910927
589,-2.18649472860206,-79.8979908227921
590,-2.1866180203821,-79.8976796865463
591,-2.18672523061738,-79.8973578214646
592,-2.18680563828882,-79.8970949649811
593,-2.18690212748885,-79.8967462778092
594,-2.18702541923542,-79.8964405059815
595,-2.18702005872491,-79.8964297771454
596,-2.18708438484976,-79.8962473869324
597,-2.18717015301194,-79.8959523439407
598,-2.18725592116922,-79.8956573009491
599,-2.18734168932159,-79.8953676223755
600,-2.18748106255874,-79.8949760198593
601,-2.18759363324082,-79.8946970701218
602,-2.18767404086572,-79.8944288492203
603,-2.18777589051771,-79.8941123485565
604,-2.18789382168509,-79.8937261104584
605,-2.1880063923362,-79.8933935165405
606,-2.18810824196562,-79.893109202385
607,-2.18818328905658,-79.8928409814835
608,-2.18829049917999,-79.8924976587296
609,-2.18838162777885,-79.89222407341
610,-2.18846739586685,-79.8919665813446
611,-2.18855316394993,-79.8917895555496
612,-2.18862285051383,-79.891499876976
613,-2.18868717656993,-79.8912853002548
614,-2.18878366564891,-79.8909741640091
615,-2.18888015472169,-79.8906952142716
616,-2.18896592278117,-79.890421628952
617,-2.18905169083573,-79.8902124166489
618,-2.18914281938833,-79.889885187149
619,-2.18926611095068,-79.8895418643951
620,-2.18931435547232,-79.8893648386002
621,-2.18812130820049,-79.8948365449906
622,-2.18671685481803,-79.8949760198593
623,-2.18645720501482,-79.8980283737183
624,-2.18672221532961,-79.8971834778786
625,-2.1867704599331,-79.8970440030098
626,-2.1868160242794,-79.896899163723
627,-2.18686158862431,-79.8967865109444
628,-2.18702776445876,-79.8962715268135
629,-2.18709477083842,-79.8961132764816
630,-2.18724754537282,-79.8956519365311
631,-2.18729847021418,-79.8955044150353
632,-2.18689911220144,-79.8966684937477
633,-2.18693395552223,-79.896547794342
634,-2.18698220011889,-79.8964110016823
635,-2.18715641670505,-79.8959335684776
636,-2.18720198103963,-79.8954400420189
637,-2.1867704599331,-79.8953434824944
638,-2.18672757584119,-79.8952496051788
639,-2.18674633763155,-79.8951154947281
640,-2.18678654146724,-79.8949813842774
641,-2.18687230964645,-79.8947265744209
642,-2.18686962939092,-79.8945468664169
643,-2.18679458223426,-79.8947480320931
644,-2.18673829686429,-79.8949062824249
645,-2.18664180765371,-79.8952201008797
646,-2.18643810818881,-79.8959228396416
647,-2.18666324970105,-79.896000623703
648,-2.18676777967739,-79.8960381746292
649,-2.18700632241664,-79.8961991071701
650,-2.18697683960822,-79.8962983489037
651,-2.18684014657982,-79.8948311805725
652,-2.18690715296785,-79.8946166038513
653,-2.18704652624536,-79.8944905400276
654,-2.18726094664702,-79.8945710062981
655,-2.18737619760026,-79.8945978283882
656,-2.18682674530186,-79.8953703045845
657,-2.18651047510713,-79.8959496617317
658,-2.18657480125384,-79.8959711194039
659,-2.18666056944514,-79.8972210288048
660,-2.18691787398966,-79.8960891366005
661,-2.18694199628844,-79.8964029550553
662,-2.18690715296785,-79.8965048789978
663,-2.18686694913539,-79.8966202139854
664,-2.18683210581306,-79.896714091301
665,-2.1868079835125,-79.8967918753624
666,-2.18668201149221,-79.8971566557884
667,-2.18698220011889,-79.8961213231087
668,-2.18668201149221,-79.895094037056
669,-2.18670881405059,-79.897084236145
670,-2.18645418972651,-79.8957967758179
671,-2.18676509942167,-79.8948338627815
672,-2.18801409806497,-79.8948016762734
673,-2.18788544589225,-79.8947560787201
674,-2.18650511459479,-79.8956519365311
675,-2.18653995792472,-79.8955178260803
676,-2.18779431726323,-79.894737303257
677,-2.18769246761248,-79.8946997523308
678,-2.18710281160377,-79.8954668641091
679,-2.18750216956226,-79.8946380615235
680,-2.18759061795481,-79.8946675658226
681,-2.18659892355815,-79.8953408002854
682,-2.18683210581306,-79.8946434259415
683,-2.18656944074171,-79.8954373598099
684,-2.18702240394825,-79.8954373598099
685,-2.18691787398966,-79.8954024910927
686,-2.18650008911444,-79.897974729538
687,-2.1866180203821,-79.8976421356201
688,-2.18672523061738,-79.8973309993744
689,-2.18681635931136,-79.8970681428909
690,-2.18690748799978,-79.896714091301
691,-2.18703614025638,-79.8964083194733
692,-2.18702005872491,-79.8964565992355
693,-2.18708438484976,-79.8962312936783
694,-2.18719159505172,-79.8959308862686
695,-2.18726128167888,-79.895635843277
696,-2.18736313135891,-79.8953300714493
697,-2.18750250459407,-79.8949491977692
698,-2.18759363324082,-79.8946756124497
699,-2.18768476188203,-79.8944020271301
700,-2.18778661153332,-79.8940801620483
701,-2.18790454269984,-79.8937046527863
